fund_name,fund_extended_name,category,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,size,currency,net_annual_expense_ratio_fund,net_annual_expense_ratio_category,portfolio_cash,portfolio_stocks,portfolio_preferred,price_earnings,price_book,price_sales,price_cashflow,median_market_cap,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,morningstar_risk_rating,years_up,years_down,fund_mean_annual_return_3years,category_mean_annual_return_3years,fund_mean_annual_return_5years,category_mean_annual_return_5years,fund_mean_annual_return_10years,category_mean_annual_return_10years,fund_r_squared_3years,category_r_squared_3years,fund_r_squared_5years,category_r_squared_5years,fund_r_squared_10years,category_r_squared_10years,fund_standard_deviation_3years,category_standard_deviation_3years,fund_standard_deviation_5years,category_standard_deviation_5years,fund_standard_deviation_10years,category_standard_deviation_10years,fund_sharpe_ratio_3years,category_sharpe_ratio_3years,fund_sharpe_ratio_5years,category_sharpe_ratio_5years,fund_sharpe_ratio_10years,category_sharpe_ratio_10years,fund_treynor_ratio_3years,category_treynor_ratio_3years,fund_treynor_ratio_5years,category_treynor_ratio_5years,fund_treynor_ratio_10years,category_treynor_ratio_10years
LMGNX,"ClearBridge International Growth Fund Class I",Foreign Large Growth,"Legg Mason",1120000000,14.23,0.21,5,2004-03-03,Growth,Large,USD,0.89,1.13,1,99,0,21.31,3.74,2.99,16.23,37249.24,6.09,11.18,15.93,0,15.51,10.96,0,1.94,2.03,17.03,19.33,14.23,13,2.97,1.97,14.23,13,0.96,-3.2,12.44,8.05,7.34,3.86,14.11,9.97,-9.37,-14.08,36.41,30.87,-1.79,-2.14,-2.26,0.95,7.5,-3.92,29.02,18.58,16.84,17.7,-1.89,-12.3,14.03,14.78,3,9,5,1.04,0.01,0.66,0,1.19,0.01,77.16,0.81,78.89,0.83,79.99,0.91,11.75,0.12,12.58,0.12,14.47,0.15,0.95,0.01,0.56,0,0.96,0.01,11.42,0.05,7.04,0.03,16.64,0.1
LMGRX,"ClearBridge International Growth Fund Class R",Foreign Large Growth,"Legg Mason",1120000000,14.07,0,5,2006-12-27,Growth,Large,USD,1.41,1.13,1,99,0,21.31,3.74,2.99,16.23,37249.24,6.09,11.18,15.93,0,15.51,10.96,0,1.94,2.03,17.03,19.33,14.07,13,2.92,1.97,14.07,13,0.43,-3.2,11.86,8.05,6.79,3.86,13.53,9.97,-9.84,-14.08,35.8,30.87,-2.29,-2.14,-2.77,0.95,6.91,-3.92,28.4,18.58,16.25,17.7,-2.37,-12.3,13.35,14.78,3,7,5,1,0.01,0.61,0,1.15,0.01,77.16,0.81,78.89,0.83,80,0.91,11.73,0.12,12.57,0.12,14.45,0.15,0.91,0.01,0.52,0,0.92,0.01,10.85,0.05,6.45,0.03,15.95,0.1
LMGTX,"ClearBridge International Growth Fund Class C",Foreign Large Growth,"Legg Mason",1120000000,13.9,0,5,1995-04-16,Growth,Large,USD,1.91,1.13,1,99,0,21.31,3.74,2.99,16.23,37249.24,6.09,11.18,15.93,0,15.51,10.96,0,1.94,2.03,17.03,19.33,13.9,13,2.86,1.97,13.9,13,-0.07,-3.2,11.3,8.05,6.27,3.86,12.96,9.97,-10.28,-14.08,35.09,30.87,-2.79,-2.14,-3.2,0.95,6.41,-3.92,27.77,18.58,15.66,17.7,-2.86,-12.3,12.79,14.78,3,15,8,0.95,0.01,0.57,0,1.11,0.01,77.23,0.81,78.89,0.83,79.98,0.91,11.73,0.12,12.57,0.12,14.45,0.15,0.86,0.01,0.48,0,0.89,0.01,10.27,0.05,5.89,0.03,15.25,0.1
LMGYX,"Lord Abbett Growth Opportunities Fund Class I",Mid-Cap Growth,"Lord Abbett",793790000,19.94,0,3,1998-12-08,Growth,Medium,USD,0.93,1.19,0,100,0,22.95,4.17,2.68,13.53,15201.16,3.27,10.37,9.31,1.21,6.99,15.12,0,1.63,1.09,21.92,29.08,19.94,18.19,1.8,0.92,19.94,18.19,14.11,8.04,13.96,14.18,9.44,8.99,15.34,15.7,-3.13,-6.65,23.2,23.91,1.28,6.03,2.93,-0.95,6.59,7,37.61,34.93,14.24,14.07,-9.77,-3.96,23.63,24.61,3,14,6,1.16,0.01,0.82,0.01,1.31,0.01,83.2,0.81,81.44,0.78,83.36,0.82,12.52,0.14,12.96,0.14,16.78,0.16,1.01,0.01,0.7,0.01,0.91,0.01,11.94,0.11,8.28,0.07,12.34,0.14
LMIRX,"QS International Equity Fund Class R",Foreign Large Blend,"Legg Mason",251970000,9.97,1.97,3,2006-12-27,Value,Large,USD,1.55,1.01,2.56,97.45,0,11.54,1.2,0.83,5.08,25128.62,9.36,11.66,18.56,5.23,10.35,9.74,4.48,3.88,6.87,12.62,7.23,9.97,10.24,0.13,0.7,9.97,10.24,-6.61,-5.01,5.94,6.62,2.43,2.1,7.67,8.43,-16.22,-14.59,24.23,25.12,0.19,0.79,1.47,-1.59,-2.67,-4.98,20.55,19.44,13.06,18.29,-12.81,-13.97,8.56,10.24,2,8,4,0.53,0.01,0.25,0,0.71,0.01,94.08,0.9,91.54,0.9,94.15,0.94,10.67,0.11,11.06,0.12,15.23,0.16,0.47,0.01,0.2,0,0.53,0.01,4.74,0.06,1.84,0.01,7.7,0.08
LMISX,"QS U.S. Large Cap Equity Fund Class IS",Large Blend,"Legg Mason",707810000,13.08,1.26,3,2008-04-29,Blend,Large,USD,0.7,0.94,1.29,98.71,0,15.23,2.58,1.41,5.55,49484.36,2.56,14.42,12.86,4.99,4.64,14.39,3.51,3.87,5.51,9.77,23.48,13.08,12.94,0.35,1.29,13.08,12.94,5.43,6.9,12.46,11.84,9.13,8.91,14.56,14.54,-7.34,-6.27,23.49,20.44,8.81,10.37,-1.65,-1.07,14.21,10.96,33.33,31.5,16.62,14.96,1.62,-1.27,14.43,14.01,4,8,2,1.04,0.01,0.79,0.01,1.21,0.01,97.25,0.92,97.42,0.93,97.46,0.94,11.39,0.11,11.96,0.12,13.07,0.13,0.98,0.01,0.72,0.01,1.08,0.01,10.67,0.11,7.89,0.08,13.88,0.14
LMIYX,"Lord Abbett Micro Cap Growth Fund Class I",Small Growth,"Lord Abbett",135820000,22.62,0,4,1999-07-08,Growth,Small,USD,1.63,1.2,0,100,0,23.41,3.67,2.04,12.53,1286.29,0,11.13,7.45,0,2.89,40.16,0,0.89,2.03,10.1,25.35,22.62,17.01,-1.67,-1.12,22.62,17.01,19.73,7.7,27.3,15.88,11.36,8.45,20.79,16.24,2.85,-5.76,38.38,21.5,2.05,11.2,-6.38,-2.41,10.84,2.44,78.58,40.91,2.61,13.15,-5.69,-3.55,34.16,26.98,5,14,5,2.21,0.01,1.11,0.01,1.78,0.01,49.47,0.7,41.39,0.65,52.51,0.73,20.63,0.16,22.32,0.17,21.63,0.18,1.22,0.01,0.56,0.01,0.97,0.01,19.27,0.12,8.24,0.06,16.49,0.13
LMLSX,"ClearBridge Large Cap Value Fund Class IS",Large Value,"Legg Mason",1620000000,12.42,1.73,3,2013-10-15,Value,Large,USD,0.47,1,4.9,95.1,0,14.86,2.18,1.53,7.26,97376.27,4.6,3.08,26.45,0,3.29,16.23,1.81,12.18,9.49,11.28,11.57,12.42,11.29,0.23,0.46,12.42,11.29,5.87,4.48,9.45,10.01,7.28,7.2,13.7,13.68,-8.69,-8.53,14.51,15.94,13.19,14.81,-2.65,-4.05,11.82,10.21,NaN,31.21,NaN,NaN,NaN,NaN,NaN,NaN,3,3,2,0.81,0.01,0.64,0.01,1.14,0.01,84.24,0.84,89.83,0.86,93.05,0.9,11.27,0.11,11.5,0.11,12.8,0.13,0.74,0.01,0.6,0.01,1.04,0.01,8.46,0.09,6.65,0.07,13.62,0.14
LMMRX,"ClearBridge Dividend Strategy Fund Class R",Large Blend,"Legg Mason",6170000000,13.03,1.12,3,2012-02-01,Blend,Large,USD,1.39,0.94,1.51,98.49,0,16.79,2.72,2.1,10.27,120149.77,8.22,7.64,22.4,0,11.79,8.36,4.09,7.67,7.5,11.37,10.96,13.03,12.94,2.12,1.29,13.03,12.94,10.83,6.9,11.45,11.84,8.93,8.91,13.28,14.54,-5.41,-6.27,18.76,20.44,14.78,10.37,-4.82,-1.07,12.4,10.96,25.27,31.5,NaN,14.96,NaN,NaN,NaN,NaN,1,4,2,0.95,0.01,0.76,0.01,1.09,0.01,90.82,0.92,91.74,0.93,90.87,0.94,9.67,0.11,10.18,0.12,10.37,0.13,1.04,0.01,0.82,0.01,1.22,0.01,11.83,0.11,9.33,0.08,16.47,0.14
LMNSX,"ClearBridge Small Cap Fund Class I",Small Growth,"Legg Mason",1150000000,16.96,0,3,1994-11-30,Blend,Small,USD,0.98,1.2,4.96,95.04,0,14.41,1.44,0.97,6.7,2096.25,6.07,13.61,20.25,6.44,3.75,11.48,3.67,0.98,3.52,14.5,15.72,16.96,17.01,-1.4,-1.12,16.96,17.01,7.53,7.7,14.76,15.88,9.33,8.45,16.94,16.24,-8.88,-5.76,12.1,21.5,27.72,11.2,-4.19,-2.41,8.1,2.44,36.4,40.91,19.45,13.15,-16.45,-3.55,20.28,26.98,3,17,7,1.25,0.01,0.84,0.01,1.45,0.01,73.48,0.7,69.87,0.65,79.52,0.73,15.58,0.16,15.38,0.17,18.32,0.18,0.88,0.01,0.61,0.01,0.92,0.01,10.82,0.12,7.42,0.06,12.81,0.13
LMNVX,"ClearBridge Value Trust Class I",Large Blend,"Legg Mason",1890000000,15.68,0.67,2,1994-11-30,Value,Large,USD,0.8,0.94,1.22,98.78,0,12.72,1.66,1.15,7.04,38885.4,4.47,7.78,19.57,1.7,5.06,16.7,4.92,0,11.6,6.58,21.63,15.68,12.94,1.57,1.29,15.68,12.94,4.18,6.9,9.72,11.84,6.73,8.91,14.52,14.54,-12.69,-6.27,14.84,20.44,12.78,10.37,-3.44,-1.07,13.93,10.96,38.43,31.5,16.24,14.96,-2.99,-1.27,7.71,14.01,5,16,8,0.85,0.01,0.62,0.01,1.24,0.01,84.56,0.92,88.36,0.93,90.31,0.94,13.11,0.11,13.93,0.12,15.62,0.13,0.68,0.01,0.48,0.01,0.92,0.01,7.5,0.11,5.06,0.08,12.03,0.14
LMOIX,"ClearBridge Small Cap Growth Fund Class IS",Small Growth,"Legg Mason",3660000000,15.08,0,4,2008-08-03,Growth,Medium,USD,0.78,1.2,3.43,96.56,0,27.09,3.36,1.5,13.02,3421.96,5.19,15.37,5.47,0.34,7.04,16.99,0.45,0,2.19,10.42,36.54,15.08,17.01,-0.24,-1.12,15.08,17.01,13.43,7.7,20.65,15.88,9.78,8.45,18,16.24,4.58,-5.76,25.47,21.5,6.25,11.2,-4.38,-2.41,3.78,2.44,45.73,40.91,19.47,13.15,1.07,-3.55,25.91,26.98,3,9,1,1.68,0.01,0.9,0.01,1.51,0.01,66.15,0.7,63.86,0.65,72.95,0.73,15.51,0.16,17,0.17,17.12,0.18,1.21,0.01,0.59,0.01,1.03,0.01,16.48,0.12,7.4,0.06,15.24,0.13
LMPEX,"QS Global Equity Fund Class 1",World Large Stock,"Legg Mason",164180000,11.42,1.41,3,2006-11-30,Value,Large,USD,1.19,1.11,0.77,99.23,0,12.43,1.79,0.88,6.28,39643.6,4.19,13.27,17.73,2.95,7.78,11.48,1.85,3.9,6.3,10.72,19.83,11.42,12.27,-0.44,1.11,11.42,12.27,-0.28,1.85,9.82,9.96,7.82,5.89,12.27,11.79,-11.99,-9.64,23.77,23.61,7.65,5.54,3.9,-1.69,8.77,2.79,29.65,25.19,13.32,15.84,-5.06,-7.93,11.15,13.74,3,9,3,0.83,0.01,0.68,0.01,1.05,0.01,70.41,0.73,75.14,0.78,85.1,0.84,10.87,0.11,11.04,0.11,13.57,0.14,0.8,0.01,0.66,0,0.89,0.01,9.87,0.1,8.8,0.06,14.87,0.14
LMPFX,"ClearBridge Aggressive Growth Fund Class FI",Large Growth,"Legg Mason",8710000000,10.8,0.17,2,2007-04-29,Blend,Large,USD,1.11,1.06,0.13,99.87,0,15.19,2.28,1.81,3.17,27340.78,1.13,14.31,1.65,0,0,29.11,0,12.54,7.39,6.26,27.62,10.8,15.67,-1.59,2.12,10.8,15.67,1.62,10.71,8.19,15.35,4.96,11.26,15.29,15.94,-7.95,-2.09,14.28,27.67,5.71,3.23,-4.42,3.6,14.6,10,44.52,33.92,18.5,15.34,1.39,-2.46,23.8,15.53,5,8,3,0.75,0.01,0.49,0.01,1.3,0.01,81.35,0.84,82.84,0.86,85.09,0.88,14.85,0.13,14.25,0.13,16.12,0.14,0.52,0.01,0.35,0.01,0.94,0.01,5.53,0.13,3.58,0.1,12.66,0.15
LMPIX,"ClearBridge Appreciation Fund Class FI",Large Blend,"Legg Mason",6140000000,11.44,0.86,3,2008-12-18,Blend,Large,USD,1,0.94,2.27,97.73,0,17.78,3.12,2.28,11.27,172035.56,5.72,8.18,17.53,0,6.06,15.14,0.68,7.85,6.63,11.06,21.14,11.44,12.94,2.31,1.29,11.44,12.94,11.26,6.9,11.77,11.84,9.59,8.91,13.94,14.54,-2.18,-6.27,19.46,20.44,9.05,10.37,1.46,-1.07,10.69,10.96,29.2,31.5,15.62,14.96,2.17,-1.27,12.41,14.01,1,9,1,0.97,0.01,0.81,0.01,1.15,0.01,95.56,0.92,96.82,0.93,97.96,0.94,9.83,0.11,10.46,0.12,11.52,0.13,1.05,0.01,0.85,0.01,1.16,0.01,11.72,0.11,9.56,0.08,15.01,0.14
LMPLX,"ClearBridge Large Cap Growth Fund Class R",Large Growth,"Legg Mason",13060000000,15.59,0,3,2006-12-27,Growth,Large,USD,1.36,1.06,3.94,96.06,0,22.55,5.46,3.29,14.85,114418.28,3.49,15.61,11.43,1.85,6.02,13.21,0,2.04,1.79,8.68,35.88,15.59,15.67,2.32,2.12,15.59,15.67,13.06,10.71,15.6,15.35,13.22,11.26,16.3,15.94,-0.66,-2.09,24.67,27.67,6.61,3.23,8.8,3.6,12.83,10,36.95,33.92,19.79,15.34,-1.88,-2.46,8.67,15.53,2,9,3,1.27,0.01,1.1,0.01,1.34,0.01,91.73,0.84,92.91,0.86,91.52,0.88,11.54,0.13,11.71,0.13,13.32,0.14,1.21,0.01,1.06,0.01,1.17,0.01,13.9,0.13,12.31,0.1,15.78,0.15
LMPMX,"ClearBridge Small Cap Growth Fund Class 1",Small Growth,"Legg Mason",3660000000,15.02,0,4,2007-03-01,Growth,Medium,USD,0.93,1.2,3.43,96.56,0,27.09,3.36,1.5,13.02,3421.96,5.19,15.37,5.47,0.34,7.04,16.99,0.45,0,2.19,10.42,36.54,15.02,17.01,-0.23,-1.12,15.02,17.01,13.26,7.7,20.42,15.88,9.52,8.45,17.67,16.24,4.45,-5.76,25.17,21.5,5.95,11.2,-4.55,-2.41,3.35,2.44,45.04,40.91,19.15,13.15,0.81,-3.55,25.62,26.98,3,9,2,1.66,0.01,0.88,0.01,1.49,0.01,66.25,0.7,63.88,0.65,73.01,0.73,15.49,0.16,16.99,0.17,17.1,0.18,1.2,0.01,0.58,0.01,1.02,0.01,16.29,0.12,7.19,0.06,14.97,0.13
LMPOX,"ClearBridge Small Cap Growth Fund Class R",Small Growth,"Legg Mason",3660000000,14.85,0,4,2006-12-27,Growth,Medium,USD,1.47,1.2,3.43,96.56,0,27.09,3.36,1.5,13.02,3421.96,5.19,15.37,5.47,0.34,7.04,16.99,0.45,0,2.19,10.42,36.54,14.85,17.01,-0.3,-1.12,14.85,17.01,12.59,7.7,19.81,15.88,9,8.45,17.18,16.24,3.85,-5.76,24.59,21.5,5.51,11.2,-5.05,-2.41,3.04,2.44,44.7,40.91,18.68,13.15,0.35,-3.55,25.04,26.98,3,10,2,1.62,0.01,0.84,0.01,1.45,0.01,66.18,0.7,63.86,0.65,72.98,0.73,15.49,0.16,16.98,0.17,17.09,0.18,1.17,0.01,0.55,0.01,0.99,0.01,15.79,0.12,6.76,0.06,14.55,0.13
LMPPX,"ClearBridge Appreciation Fund Class R",Large Blend,"Legg Mason",6140000000,11.38,0.58,3,2006-12-27,Blend,Large,USD,1.28,0.94,2.27,97.73,0,17.78,3.12,2.28,11.27,172035.56,5.72,8.18,17.53,0,6.06,15.14,0.68,7.85,6.63,11.06,21.14,11.38,12.94,2.29,1.29,11.38,12.94,10.97,6.9,11.46,11.84,9.27,8.91,13.62,14.54,-2.48,-6.27,19.17,20.44,8.71,10.37,1.08,-1.07,10.42,10.96,28.91,31.5,15.2,14.96,1.92,-1.27,11.87,14.01,1,10,2,0.95,0.01,0.79,0.01,1.12,0.01,95.62,0.92,96.84,0.93,98,0.94,9.83,0.11,10.48,0.12,11.56,0.13,1.02,0.01,0.82,0.01,1.13,0.01,11.36,0.11,9.19,0.08,14.6,0.14
LMPRX,"ClearBridge Aggressive Growth Fund Class R",Large Growth,"Legg Mason",8710000000,10.74,0,2,2006-12-27,Blend,Large,USD,1.41,1.06,0.13,99.87,0,15.19,2.28,1.81,3.17,27340.78,1.13,14.31,1.65,0,0,29.11,0,12.54,7.39,6.26,27.62,10.74,15.67,-1.62,2.12,10.74,15.67,1.31,10.71,7.86,15.35,4.65,11.26,15.03,15.94,-8.24,-2.09,13.94,27.67,5.4,3.23,-4.68,3.6,14.24,10,44.32,33.92,18.28,15.34,1.23,-2.46,23.56,15.53,5,9,3,0.72,0.01,0.46,0.01,1.28,0.01,81.36,0.84,82.85,0.86,85.1,0.88,14.85,0.13,14.24,0.13,16.12,0.14,0.5,0.01,0.33,0.01,0.92,0.01,5.26,0.13,3.32,0.1,12.43,0.15
LMPSX,"ClearBridge Small Cap Growth Fund Class FI",Small Growth,"Legg Mason",3660000000,14.93,0,4,2007-12-19,Growth,Medium,USD,1.19,1.2,3.43,96.56,0,27.09,3.36,1.5,13.02,3421.96,5.19,15.37,5.47,0.34,7.04,16.99,0.45,0,2.19,10.42,36.54,14.93,17.01,-0.29,-1.12,14.93,17.01,12.95,7.7,20.17,15.88,9.32,8.45,17.45,16.24,4.17,-5.76,24.96,21.5,5.84,11.2,-4.81,-2.41,3.27,2.44,45.07,40.91,18.81,13.15,0.58,-3.55,25.29,26.98,3,9,2,1.64,0.01,0.87,0.01,1.47,0.01,66.17,0.7,63.81,0.65,72.9,0.73,15.5,0.16,16.99,0.17,17.09,0.18,1.19,0.01,0.56,0.01,1.01,0.01,16.09,0.12,7.03,0.06,14.79,0.13
LMREX,"ClearBridge Mid Cap Fund Class R",Mid-Cap Blend,"Legg Mason",1970000000,16.59,0,2,2008-09-29,Growth,Medium,USD,1.43,1.06,1.41,98.59,0,18.59,2.97,1.35,10.78,12339.01,2.21,18.65,10.22,8.62,3.83,11.88,5.37,0,3.68,11.46,24.08,16.59,13.94,0.19,-0.22,16.59,13.94,4.33,2.33,7.9,9.67,5.62,6.34,13.63,14.51,-13.15,-11.15,12.4,15.93,8.16,14.14,1.98,-4.75,7.53,7.8,36.85,34.1,17.8,16.15,-3.95,-3.81,21.85,22.52,4,8,2,0.71,0.01,0.53,0.01,1.17,0.01,83.96,0.81,82.67,0.8,85.95,0.85,13.23,0.13,13.4,0.13,15.73,0.15,0.54,0.01,0.42,0,0.86,0.01,5.86,0.08,4.42,0.05,11.46,0.13
LMRIX,"1919 Financial Services Fund Class I",Financial,"1919 Funds",224410000,9.4,0.32,4,2008-03-24,Blend,Medium,USD,1.1,1.44,1.6,98.4,0,12.38,1.51,3.01,5.91,10380.87,0,0,85.55,4.25,0,0,0,0,0,7.36,2.85,9.4,10.01,-3.97,-3.49,9.4,10.01,-7.64,-5.78,12.16,11.42,9.3,6.69,13.9,13.3,-14.71,-14.21,14.95,16.72,27.01,19.09,6.93,-0.87,6.48,4.9,40.7,34.57,23.11,24.77,-5.16,-15.12,13.62,11.13,2,8,2,1.07,0.01,0.84,0.01,1.17,0.01,43.52,0.47,42.27,0.52,54.83,0.67,16.12,0.16,14.91,0.16,14.06,0.18,0.71,0.01,0.62,0,0.97,0.01,10.22,0.1,9.68,0.06,17.96,0.13
LMSAX,"ClearBridge Small Cap Fund Class A",Small Growth,"Legg Mason",1150000000,16.88,0,3,2009-02-02,Blend,Small,USD,1.23,1.2,4.96,95.04,0,14.41,1.44,0.97,6.7,2096.25,6.07,13.61,20.25,6.44,3.75,11.48,3.67,0.98,3.52,14.5,15.72,16.88,17.01,-1.43,-1.12,16.88,17.01,7.25,7.7,14.48,15.88,9.09,8.45,16.66,16.24,-9.12,-5.76,11.86,21.5,27.39,11.2,-4.36,-2.41,7.89,2.44,36.14,40.91,19.13,13.15,-16.65,-3.55,19.98,26.98,3,6,3,1.23,0.01,0.83,0.01,1.43,0.01,73.43,0.7,69.85,0.65,79.52,0.73,15.59,0.16,15.39,0.17,18.31,0.18,0.86,0.01,0.59,0.01,0.91,0.01,10.59,0.12,7.2,0.06,12.6,0.13
LMSIX,"QS U.S. Small Capitalization Equity Fund Class I",Small Blend,"Legg Mason",184380000,14.25,0.26,3,2000-03-12,Blend,Small,USD,0.92,1.15,0.71,99.29,0,13.38,1.65,0.75,5.31,1955.66,5.24,14.68,17.59,7.54,2.9,15.54,4.01,0.74,3,10.57,18.19,14.25,13.34,-2.98,-2.31,14.25,13.34,-2.37,-0.03,8.25,10.17,5.38,5.62,14.77,14.67,-15.41,-12.72,8.77,12.28,19.88,20.78,-4.51,-5.38,9.53,3.79,38.48,37.39,16.5,15.46,-2.11,-4.07,28.19,25.61,4,11,7,0.77,0.01,0.55,0.01,1.29,0.01,70.45,0.68,67.4,0.65,78.73,0.76,16.41,0.16,16.24,0.15,17.79,0.17,0.49,0.01,0.35,0,0.84,0.01,5.42,0.08,3.84,0.04,11.51,0.12
LMTIX,"QS U.S. Large Cap Equity Fund Class I",Large Blend,"Legg Mason",707810000,13.09,1.26,3,2015-04-30,Blend,Large,USD,0.74,0.94,1.29,98.71,0,15.23,2.58,1.41,5.55,49484.36,2.56,14.42,12.86,4.99,4.64,14.39,3.51,3.87,5.51,9.77,23.48,13.09,12.94,0.35,1.29,13.09,12.94,5.44,6.9,12.47,11.84,9.12,8.91,14.56,14.54,-7.34,-6.27,23.5,20.44,8.81,10.37,NaN,-1.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,2,1,1.04,0.01,0.79,0.01,1.21,0.01,97.2,0.92,97.39,0.93,97.45,0.94,11.41,0.11,11.96,0.12,13.06,0.13,0.98,0.01,0.72,0.01,1.08,0.01,10.66,0.11,7.88,0.08,13.88,0.14
LMUSX,"QS U.S. Large Cap Equity Fund Class FI",Large Blend,"Legg Mason",707810000,12.99,1.17,3,2008-04-29,Blend,Large,USD,1.05,0.94,1.29,98.71,0,15.23,2.58,1.41,5.55,49484.36,2.56,14.42,12.86,4.99,4.64,14.39,3.51,3.87,5.51,9.77,23.48,12.99,12.94,0.34,1.29,12.99,12.94,5.36,6.9,12.18,11.84,8.82,8.91,14.26,14.54,-7.42,-6.27,23.12,20.44,8.43,10.37,-2.02,-1.07,13.94,10.96,32.97,31.5,16.41,14.96,1.26,-1.27,14.24,14.01,4,8,2,1.02,0.01,0.77,0.01,1.19,0.01,97.25,0.92,97.44,0.93,97.49,0.94,11.38,0.11,11.93,0.12,13.04,0.13,0.96,0.01,0.7,0.01,1.06,0.01,10.4,0.11,7.61,0.08,13.6,0.14
LMVFX,"ClearBridge Value Trust Class FI",Large Blend,"Legg Mason",1890000000,15.58,0.4,2,2001-03-22,Value,Large,USD,1.13,0.94,1.22,98.78,0,12.72,1.66,1.15,7.04,38885.4,4.47,7.78,19.57,1.7,5.06,16.7,4.92,0,11.6,6.58,21.63,15.58,12.94,1.54,1.29,15.58,12.94,3.84,6.9,9.36,11.84,6.39,8.91,14.18,14.54,-12.98,-6.27,14.48,20.44,12.4,10.37,-3.71,-1.07,13.59,10.96,38.13,31.5,15.96,14.96,-3.3,-1.27,7.31,14.01,5,11,6,0.82,0.01,0.6,0.01,1.21,0.01,84.53,0.92,88.35,0.93,90.33,0.94,13.11,0.11,13.93,0.12,15.62,0.13,0.65,0.01,0.46,0.01,0.9,0.01,7.19,0.11,4.78,0.08,11.74,0.14
LMVRX,"ClearBridge Value Trust Class R",Large Blend,"Legg Mason",1890000000,15.51,0,2,2006-12-27,Value,Large,USD,1.4,0.94,1.22,98.78,0,12.72,1.66,1.15,7.04,38885.4,4.47,7.78,19.57,1.7,5.06,16.7,4.92,0,11.6,6.58,21.63,15.51,12.94,1.51,1.29,15.51,12.94,3.57,6.9,9.08,11.84,6.09,8.91,13.83,14.54,-13.2,-6.27,14.2,20.44,12.11,10.37,-4.01,-1.07,13.19,10.96,37.56,31.5,15.53,14.96,-3.65,-1.27,7.09,14.01,5,7,5,0.8,0.01,0.57,0.01,1.19,0.01,84.58,0.92,88.37,0.93,90.36,0.94,13.1,0.11,13.92,0.12,15.61,0.13,0.63,0.01,0.44,0.01,0.88,0.01,6.94,0.11,4.52,0.08,11.44,0.14
LMVTX,"ClearBridge Value Trust Class C",Large Blend,"Legg Mason",1890000000,15.41,0,2,1982-04-15,Value,Large,USD,1.74,0.94,1.22,98.78,0,12.72,1.66,1.15,7.04,38885.4,4.47,7.78,19.57,1.7,5.06,16.7,4.92,0,11.6,6.58,21.63,15.41,12.94,1.48,1.29,15.41,12.94,3.2,6.9,8.69,11.84,5.72,8.91,13.43,14.54,-13.5,-6.27,13.76,20.44,11.72,10.37,-4.34,-1.07,12.83,10.96,37.15,31.5,15.09,14.96,-4,-1.27,6.67,14.01,5,26,10,0.77,0.01,0.55,0.01,1.16,0.01,84.57,0.92,88.37,0.93,90.36,0.94,13.09,0.11,13.92,0.12,15.6,0.13,0.6,0.01,0.41,0.01,0.86,0.01,6.59,0.11,4.21,0.08,11.1,0.14
LMVYX,"Lord Abbett Micro Cap Value Fund Class I",Small Growth,"Lord Abbett",118980000,11.56,0,2,1999-07-08,Growth,Small,USD,1.63,1.2,0,100,0,17.14,1.78,1.19,8.7,1101.78,10.99,17.31,20.29,3.16,4.85,4.38,4.11,0,0.66,27.44,6.81,11.56,17.01,-3.41,-1.12,11.56,17.01,0.75,7.7,12.05,15.88,7.52,8.45,15.13,16.24,-9.31,-5.76,7.51,21.5,30.68,11.2,2.06,-2.41,-0.22,2.44,38.17,40.91,18.71,13.15,-9.69,-3.55,27.88,26.98,3,14,5,1.05,0.01,0.7,0.01,1.31,0.01,58.02,0.7,55.09,0.65,67.41,0.73,15.4,0.16,15.51,0.17,17.85,0.18,0.73,0.01,0.49,0.01,0.86,0.01,9.84,0.12,6.52,0.06,12.71,0.13
LNGZX,"Columbia Greater China Fund Institutional Class",China Region,"Columbia",121090000,20.38,0,4,1997-05-15,Growth,Large,USD,1.26,1.63,0.72,99.28,0,14.35,2.14,2.88,6.85,104955.33,1.2,22.56,19.12,1.35,13.18,7.27,0,0,4.69,1.28,29.35,20.38,20.95,4.6,3.82,20.38,20.95,-6.65,-6.4,15.96,11.65,9.66,7.57,11.6,10.53,-19.91,-20.68,61.06,42.4,-6.18,-2.06,-0.34,-4.2,5.32,1.54,13.6,10.71,21.47,18.42,-23.13,-24.95,14.84,13.39,3,12,9,1.38,0.01,0.93,0.01,1.1,0.01,58.19,0.49,60.19,0.53,63.25,0.63,18.31,0.17,19.52,0.21,20.7,0.21,0.83,0.01,0.53,0,0.61,0.01,11.12,0.09,7.03,0.06,10.68,0.1
